,iso2c,code,year,country,trade,gdppc,education,competitiveness,urban,id,cocscore
2138,KM,COM,2001,Comoros,47.84509475,793524859.5,NA,NA,28.036,NA,NA
2139,KM,COM,2002,Comoros,43.75112421,811972560.8,35.62647,NA,27.992,692,-0.870549858
2140,KM,COM,2003,Comoros,50.76736122,829057291.3,39.42722,NA,27.947,908,-0.83941406
2141,KM,COM,2004,Comoros,47.93252294,844971894.8,43.39022,NA,27.903,1124,-0.840120316
2142,KM,COM,2005,Comoros,51.39290947,868947193,NA,100,27.873,1340,-0.825074196
2143,KM,COM,2006,Comoros,53.13614502,891947355.1,NA,100,27.855,1556,-0.643387616
2144,KM,COM,2007,Comoros,56.83516555,899084296.8,NA,100,27.851,1772,-0.652451873
2145,KM,COM,2008,Comoros,63.53164238,902683033.2,NA,100,27.86,1988,-0.755275846
2146,KM,COM,2009,Comoros,63.61051435,920285352.2,NA,100,27.882,2204,-0.783991337
2147,KM,COM,2010,Comoros,69.94409801,940531629.8,NA,100,27.918,2420,-0.745625794
2148,KM,COM,2011,Comoros,71.58903083,964985453,NA,100,27.966,2636,-0.708473384
2149,KM,COM,2012,Comoros,74.5510525,993935016.3,NA,100,28.029,2852,-0.725815237
2150,KM,COM,2013,Comoros,78.232682,1028722742,59.33229,100,28.104,3068,-0.728022933
2151,KM,COM,2014,Comoros,79.92040243,1049931296,NA,100,28.193,3284,-0.530485272
2171,KP,PRK,1996,North Korea,NA,NA,NA,NA,59.097,101,-1.754232049
2172,KP,PRK,1997,North Korea,NA,NA,NA,NA,59.176,NA,NA
2173,KP,PRK,1998,North Korea,NA,NA,NA,NA,59.255,317,-1.755023241
2174,KP,PRK,1999,North Korea,NA,NA,NA,NA,59.334,NA,NA
2175,KP,PRK,2000,North Korea,NA,NA,NA,NA,59.412,533,-1.800985932
2176,KP,PRK,2001,North Korea,NA,NA,NA,NA,59.491,NA,NA
2177,KP,PRK,2002,North Korea,NA,NA,NA,NA,59.57,749,-1.167219043
2178,KP,PRK,2003,North Korea,NA,NA,NA,NA,59.648,965,-1.729942322
2179,KP,PRK,2004,North Korea,NA,NA,NA,NA,59.727,1181,-1.501868486
2180,KP,PRK,2005,North Korea,NA,NA,NA,NA,59.805,1397,-1.393791199
2181,KP,PRK,2006,North Korea,NA,NA,NA,NA,59.884,1613,-1.574935913
2182,KP,PRK,2007,North Korea,NA,NA,NA,NA,59.962,1829,-1.812214375
2183,KP,PRK,2008,North Korea,NA,NA,NA,NA,60.04,2045,-1.831278205
2184,KP,PRK,2009,North Korea,NA,NA,102.05544,NA,60.118,2261,-1.366799712
2185,KP,PRK,2010,North Korea,NA,NA,NA,NA,60.21,2477,-1.336791396
2186,KP,PRK,2011,North Korea,NA,NA,NA,NA,60.316,2693,-1.373069525
2187,KP,PRK,2012,North Korea,NA,NA,NA,NA,60.436,2909,-1.372858286
2188,KP,PRK,2013,North Korea,NA,NA,NA,NA,60.569,3125,-1.358144045
2189,KP,PRK,2014,North Korea,NA,NA,NA,NA,60.715,3341,-1.344786882
2190,KR,KOR,1996,South Korea,54.70820165,8.11922E+11,103.63306,NA,78.662,102,0.265114367
2191,KR,KOR,1997,South Korea,60.23187117,8.58744E+11,104.26269,NA,78.905,NA,NA
2192,KR,KOR,1998,South Korea,72.9054547,8.09676E+11,100.00327,NA,79.145,318,0.336159706
2193,KR,KOR,1999,South Korea,65.43023242,8.96559E+11,99.07124,NA,79.384,NA,NA
2194,KR,KOR,2000,South Korea,67.94720274,9.75737E+11,98.39325,NA,79.621,534,0.248035401
2195,KR,KOR,2001,South Korea,63.91107188,1.01989E+12,95.18719,NA,79.94,NA,NA
2196,KR,KOR,2002,South Korea,60.15373411,1.09569E+12,91.86684,NA,80.299,750,0.471424341
2197,KR,KOR,2003,South Korea,63.39301239,1.12783E+12,90.00786,NA,80.652,966,0.483078331
2198,KR,KOR,2004,South Korea,72.76108631,1.1831E+12,90.16778,NA,81.002,1182,0.335634023
2199,KR,KOR,2005,South Korea,71.18429245,1.22952E+12,92.98076,290,81.345,1398,0.591821015
2200,KR,KOR,2006,South Korea,73.55135,1.29316E+12,97.30125,290,81.528,1614,0.275007457
2201,KR,KOR,2007,South Korea,77.24301702,1.36381E+12,99.13598,290,81.631,1830,0.522937238
2202,KR,KOR,2008,South Korea,99.93354412,1.40239E+12,99.18411,250,81.733,2046,0.373007864
2203,KR,KOR,2009,South Korea,90.41263765,1.41232E+12,98.15545,250,81.835,2262,0.483288676
2204,KR,KOR,2010,South Korea,95.65409371,1.50407E+12,95.86258,250,81.936,2478,0.401664585
2205,KR,KOR,2011,South Korea,110.0000525,1.55945E+12,95.49369,225,82.037,2694,0.46127522
2206,KR,KOR,2012,South Korea,109.8862207,1.5952E+12,NA,207,82.141,2910,0.463426113
2207,KR,KOR,2013,South Korea,102.7707529,1.6414E+12,99.37526,187,82.249,3126,0.545945883
2208,KR,KOR,2014,South Korea,95.94674488,1.69573E+12,97.73029,187,82.36,3342,0.491007656
2209,KW,KWT,1996,Kuwait,91.47020555,1.3128E+11,101.57167,NA,98.057,104,0.715271115
2210,KW,KWT,1997,Kuwait,92.4455526,1.34527E+11,101.48694,NA,98.071,NA,NA
2211,KW,KWT,1998,Kuwait,94.9526363,1.39453E+11,100.5338,NA,98.085,320,0.761582375
2212,KW,KWT,1999,Kuwait,85.37369987,1.36959E+11,100.07534,NA,98.099,NA,NA
2213,KW,KWT,2000,Kuwait,86.62057131,1.43388E+11,98.72479,NA,98.113,536,0.835642457
2214,KW,KWT,2001,Kuwait,86.84235118,1.44434E+11,98.75341,NA,98.128,NA,NA
2215,KW,KWT,2002,Kuwait,81.22519327,1.48767E+11,NA,NA,98.142,752,1.224668741
2216,KW,KWT,2003,Kuwait,86.55638887,1.74533E+11,102.47808,NA,98.157,968,0.985998273
2217,KW,KWT,2004,Kuwait,89.29611235,1.93316E+11,105.04637,NA,98.172,1184,0.956824541
2218,KW,KWT,2005,Kuwait,92.24346204,2.12795E+11,110.45977,98,98.187,1400,0.633684754
2219,KW,KWT,2006,Kuwait,89.71157109,2.28798E+11,104.73085,98,98.202,1616,0.543101013
2220,KW,KWT,2007,Kuwait,91.73137718,2.42506E+11,100.45263,98,98.217,1832,0.490271479
2221,KW,KWT,2008,Kuwait,92.68298839,2.4852E+11,95.48518,98,98.232,2048,0.538455307
2222,KW,KWT,2009,Kuwait,88.86409869,2.30935E+11,93.37655,98,98.248,2264,0.415027112
2223,KW,KWT,2010,Kuwait,97.02803281,2.25468E+11,93.50529,98,98.263,2480,0.399751246
2224,KW,KWT,2011,Kuwait,99.11647644,2.47177E+11,93.30804,98,98.279,2696,0.1301139
2225,KW,KWT,2012,Kuwait,101.0114486,2.63556E+11,92.52203,98,98.294,2912,-0.16143848
2226,KW,KWT,2013,Kuwait,97.60650467,2.66585E+11,92.54783,98,98.31,3128,-0.154314682
2227,KW,KWT,2014,Kuwait,99.14504951,2.62261E+11,NA,98,98.326,3344,-0.262672633
2247,KZ,KAZ,1996,Kazakhstan,71.27357329,1.28407E+11,NA,NA,55.943,98,-1.109302759
2248,KZ,KAZ,1997,Kazakhstan,72.3595507,1.3059E+11,91.56251,NA,55.964,NA,NA
2249,KZ,KAZ,1998,Kazakhstan,65.20418275,1.28109E+11,89.98944,NA,55.986,314,-0.940303385
2250,KZ,KAZ,1999,Kazakhstan,82.57915136,1.31567E+11,93.03969,NA,55.93,NA,NA
2251,KZ,KAZ,2000,Kazakhstan,105.6996926,1.44461E+11,93.39525,NA,55.729,530,-1.062164783
2252,KZ,KAZ,2001,Kazakhstan,92.84906851,1.63963E+11,NA,NA,55.527,NA,NA
2253,KZ,KAZ,2002,Kazakhstan,94.03168565,1.80032E+11,NA,NA,55.326,746,-1.060696244
2254,KZ,KAZ,2003,Kazakhstan,91.46333243,1.96775E+11,NA,NA,55.124,962,-0.983777225
2255,KZ,KAZ,2004,Kazakhstan,96.4091997,2.15665E+11,NA,NA,54.921,1178,-1.095664024
2256,KZ,KAZ,2005,Kazakhstan,97.76250302,2.36585E+11,NA,271,54.719,1394,-0.996133864
2257,KZ,KAZ,2006,Kazakhstan,91.4535268,2.61899E+11,99.37904,271,54.516,1610,-0.900729716
2258,KZ,KAZ,2007,Kazakhstan,92.1616331,2.85208E+11,NA,271,54.314,1826,-0.912209213
2259,KZ,KAZ,2008,Kazakhstan,94.29480465,2.9462E+11,NA,271,54.111,2042,-0.903944135
2260,KZ,KAZ,2009,Kazakhstan,75.76606746,2.98155E+11,NA,271,53.908,2258,-0.884043574
2261,KZ,KAZ,2010,Kazakhstan,74.1382659,3.19921E+11,NA,271,53.732,2474,-0.975345254
2262,KZ,KAZ,2011,Kazakhstan,74.89754075,3.43915E+11,NA,188,53.581,2690,-0.978715956
2263,KZ,KAZ,2012,Kazakhstan,75.55002794,3.61111E+11,101.29457,188,53.458,2906,-0.885970473
2264,KZ,KAZ,2013,Kazakhstan,66.23488607,3.82777E+11,101.86877,188,53.361,3122,-0.900852859
2265,KZ,KAZ,2014,Kazakhstan,65.00411188,3.99619E+11,105.48272,188,53.29,3338,-0.759399474
2266,LA,LAO,1996,Laos,63.75717361,9939429747,24.81991,NA,18.234,106,-0.472677261
2267,LA,LAO,1997,Laos,65.15697077,10622476431,26.76477,NA,19.12,NA,NA
2268,LA,LAO,1998,Laos,84.26954051,11043934666,29.09148,NA,20.039,322,-0.389023721
2269,LA,LAO,1999,Laos,80.05845616,11850846066,32.13453,NA,20.991,NA,NA
2270,LA,LAO,2000,Laos,74.31033746,12538050833,34.21492,NA,21.977,538,-0.778882325
2271,LA,LAO,2001,Laos,66.29808147,13259165904,36.06711,NA,22.993,NA,NA
2272,LA,LAO,2002,Laos,66.27873666,14043942663,38.77562,NA,24.044,754,-1.04641974
2273,LA,LAO,2003,Laos,66.73247749,14895988229,41.48045,NA,25.126,970,-1.155684471
2274,LA,LAO,2004,Laos,77.50724549,15843029800,43.24051,NA,26.242,1186,-1.24200809
2275,LA,LAO,2005,Laos,80.65680873,16969083974,43.58849,672,27.386,1402,-1.322084427
2276,LA,LAO,2006,Laos,86.32086479,18431694495,42.69125,672,28.537,1618,-1.315469742
2277,LA,LAO,2007,Laos,82.45712487,19831918771,43.01335,672,29.688,1834,-1.284413338
2278,LA,LAO,2008,Laos,76.228333,21383747131,43.59356,560,30.839,2050,-1.212428927
2279,LA,LAO,2009,Laos,70.97260592,22987907709,44.70475,362,31.985,2266,-1.261082053
2280,LA,LAO,2010,Laos,73.45126794,24948064879,46.12402,362,33.123,2482,-1.206885219
2281,LA,LAO,2011,Laos,80.2836092,26953553165,44.89794,362,34.252,2698,-1.18686235
2282,LA,LAO,2012,Laos,87.50422883,29116363152,47.83381,362,35.368,2914,-1.041702509
2283,LA,LAO,2013,Laos,83.42458519,31582838713,51.73796,362,36.469,3130,-0.899695277
2284,LA,LAO,2014,Laos,90.13410558,33956374355,57.23597,362,37.551,3346,-0.764511108
2285,LB,LBN,1996,Lebanon,68.09661276,39080222895,77.48396,NA,85.142,108,-0.46891883
2286,LB,LBN,1997,Lebanon,62.08659794,38186541790,80.01445,NA,85.459,NA,NA
2287,LB,LBN,1998,Lebanon,54.7171976,39558448025,89.8108,NA,85.77,324,-0.252913505
2288,LB,LBN,1999,Lebanon,50.81417077,39379218877,90.28674,NA,85.885,NA,NA
2289,LB,LBN,2000,Lebanon,50.11529593,39908501777,92.74903,NA,86,540,-0.40507099
2290,LB,LBN,2001,Lebanon,55.55680836,41486290831,89.41561,NA,86.115,NA,NA
2291,LB,LBN,2002,Lebanon,51.04253256,42885987068,89.21915,NA,86.231,756,-0.38144514
2292,LB,LBN,2003,Lebanon,54.09083402,44274373888,87.70152,NA,86.348,972,-0.587087691
2293,LB,LBN,2004,Lebanon,94.52674897,47585566788,84.50823,NA,86.466,1188,-0.603948832
2294,LB,LBN,2005,Lebanon,96.36969867,48871491042,80.48947,180,86.584,1404,-0.487646908
2295,LB,LBN,2006,Lebanon,94.65274819,49654790186,77.29259,180,86.703,1620,-0.937802076
2296,LB,LBN,2007,Lebanon,101.2874494,54324369656,76.45532,180,86.822,1836,-0.89234072
2297,LB,LBN,2008,Lebanon,109.5142772,59266842460,76.17643,180,86.942,2052,-0.843027949
2298,LB,LBN,2009,Lebanon,92.74913635,65371868134,77.38382,180,87.062,2268,-0.827430189
2299,LB,LBN,2010,Lebanon,98.11692845,70599059112,75.30478,180,87.183,2484,-0.860668242
2300,LB,LBN,2011,Lebanon,100.4038465,72014278181,76.13277,180,87.304,2700,-0.886784971
2301,LB,LBN,2012,Lebanon,120.1078023,73598592301,71.03967,180,87.426,2916,-0.867037833
2302,LB,LBN,2013,Lebanon,121.1023816,74260979632,68.20027,180,87.548,3132,-0.92637676
2303,LB,LBN,2014,Lebanon,110.1407471,75746199225,NA,183,87.67,3348,-1.062794805
2323,LI,LIE,1996,Liechtenstein,NA,NA,NA,NA,16.29,112,1.35953927
2324,LI,LIE,1997,Liechtenstein,NA,NA,NA,NA,15.994,NA,NA
2325,LI,LIE,1998,Liechtenstein,NA,NA,NA,NA,15.702,328,1.380148649
2326,LI,LIE,1999,Liechtenstein,NA,NA,NA,NA,15.414,NA,NA
2327,LI,LIE,2000,Liechtenstein,NA,NA,NA,NA,15.13,544,1.384882808
2328,LI,LIE,2001,Liechtenstein,NA,NA,NA,NA,14.962,NA,NA
2329,LI,LIE,2002,Liechtenstein,NA,NA,NA,NA,14.906,760,1.29933393
2330,LI,LIE,2003,Liechtenstein,NA,NA,111.66381,NA,14.85,976,1.316519618
2331,LI,LIE,2004,Liechtenstein,NA,NA,110.76142,NA,14.795,1192,1.330323219
2332,LI,LIE,2005,Liechtenstein,NA,NA,NA,NA,14.739,1408,1.27218318
2333,LI,LIE,2006,Liechtenstein,NA,NA,107.01107,NA,14.684,1624,1.27474761
2334,LI,LIE,2007,Liechtenstein,NA,NA,106.34228,NA,14.629,1840,1.114222646
2335,LI,LIE,2008,Liechtenstein,NA,NA,107.56612,NA,14.574,2056,1.214426398
2336,LI,LIE,2009,Liechtenstein,NA,NA,105.68449,NA,14.519,2272,1.684965611
2337,LI,LIE,2010,Liechtenstein,NA,NA,108.87928,NA,14.464,2488,1.854150891
2338,LI,LIE,2011,Liechtenstein,NA,NA,111.45657,NA,14.41,2704,1.81862402
2339,LI,LIE,2012,Liechtenstein,NA,NA,110.37386,NA,14.365,2920,1.803005338
2340,LI,LIE,2013,Liechtenstein,NA,NA,NA,NA,14.33,3136,1.833368421
2341,LI,LIE,2014,Liechtenstein,NA,NA,NA,NA,14.305,3352,2.079202414
2342,LK,LKA,1996,Sri Lanka,78.87396371,84509099806,NA,NA,18.492,180,-0.097661041
2343,LK,LKA,1997,Sri Lanka,80.13755331,89922259177,NA,NA,18.48,NA,NA
2344,LK,LKA,1998,Sri Lanka,78.49498913,94147164051,NA,NA,18.467,396,-0.1900879
2345,LK,LKA,1999,Sri Lanka,78.75147835,98196031218,NA,NA,18.455,NA,NA
2346,LK,LKA,2000,Sri Lanka,88.63646274,1.04088E+11,NA,NA,18.443,612,-0.261533171
2347,LK,LKA,2001,Sri Lanka,80.89862447,1.02479E+11,NA,NA,18.431,NA,NA
2348,LK,LKA,2002,Sri Lanka,76.33513178,1.06542E+11,NA,NA,18.418,828,-0.240035862
2349,LK,LKA,2003,Sri Lanka,75.33624733,1.12871E+11,NA,NA,18.406,1044,-0.259090126
2350,LK,LKA,2004,Sri Lanka,79.4829449,1.19017E+11,NA,NA,18.394,1260,-0.13884744
2351,LK,LKA,2005,Sri Lanka,73.60397296,1.26446E+11,NA,256,18.382,1476,-0.369855225
2352,LK,LKA,2006,Sri Lanka,71.26117849,1.36142E+11,NA,256,18.37,1692,-0.176490262
2353,LK,LKA,2007,Sri Lanka,68.60651166,1.45395E+11,NA,256,18.357,1908,-0.097683519
2354,LK,LKA,2008,Sri Lanka,63.36904361,1.54046E+11,NA,256,18.345,2124,-0.186922282
2355,LK,LKA,2009,Sri Lanka,49.14914153,1.59498E+11,NA,256,18.333,2340,-0.370991856
2356,LK,LKA,2010,Sri Lanka,46.36386145,1.72283E+11,96.93236,256,18.321,2556,-0.399226397
2357,LK,LKA,2011,Sri Lanka,NA,1.86763E+11,99.11958,256,18.309,2772,-0.37381205
2358,LK,LKA,2012,Sri Lanka,NA,2.03842E+11,99.64744,254,18.297,2988,-0.243176535
2359,LK,LKA,2013,Sri Lanka,NA,2.10764E+11,99.72451,209.5,18.3,3204,-0.230421573
2360,LK,LKA,2014,Sri Lanka,NA,2.2016E+11,NA,167,18.32,3420,-0.337785959
2361,LR,LBR,1996,Liberia,NA,575243721.2,NA,NA,42.964,110,-1.740032315
2362,LR,LBR,1997,Liberia,80.77053058,1186611651,NA,NA,43.304,NA,NA
2363,LR,LBR,1998,Liberia,50.13904338,1545064853,NA,NA,43.646,326,-1.729733825
2364,LR,LBR,1999,Liberia,56.22453599,1880984323,31.49786,NA,43.988,NA,NA
2365,LR,LBR,2000,Liberia,70.31277466,2419245543,35.20455,NA,44.331,542,-1.368740916
2366,LR,LBR,2001,Liberia,65.39119002,2489856481,NA,NA,44.673,NA,NA
2367,LR,LBR,2002,Liberia,73.13581952,2583543929,NA,NA,45.017,758,-1.173000097
2368,LR,LBR,2003,Liberia,71.92153846,1804728863,NA,NA,45.361,974,-1.218102932
2369,LR,LBR,2004,Liberia,290.4992627,1852023682,NA,NA,45.706,1190,-1.267353773
2370,LR,LBR,2005,Liberia,270.3636364,1949847123,NA,NA,46.051,1406,-1.037224412
2371,LR,LBR,2006,Liberia,277.1390574,2106676487,NA,150,46.396,1622,-0.473982304
2372,LR,LBR,2007,Liberia,311.3552519,2307545833,NA,150,46.742,1838,-0.331996948
2373,LR,LBR,2008,Liberia,321.631734,2472464732,NA,150,47.088,2054,-0.700397432
2374,LR,LBR,2009,Liberia,188.9802115,2603507813,NA,150,47.441,2270,-0.562710524
2375,LR,LBR,2010,Liberia,190.2224427,2762320349,NA,150,47.801,2486,-0.527838469
2376,LR,LBR,2011,Liberia,193.4127087,2988830567,45.15679,150.5,48.168,2702,-0.622153699
2377,LR,LBR,2012,Liberia,155.6323826,3227771170,NA,150.5,48.541,2918,-0.586680472
2378,LR,LBR,2013,Liberia,148.9339841,3508712338,NA,143,48.921,3134,-0.680935681
2379,LR,LBR,2014,Liberia,119.9205166,3533313381,37.87348,143,49.308,3350,-0.779686451
2380,LS,LSO,1996,Lesotho,159.0344641,2704805621,31.43055,NA,17.571,109,-0.472677261
2381,LS,LSO,1997,Lesotho,154.1068375,2815310137,32.69916,NA,18.049,NA,NA
2382,LS,LSO,1998,Lesotho,182.6710817,2864408847,32.26664,NA,18.538,325,-0.072774947
2383,LS,LSO,1999,Lesotho,166.8368389,2875924678,32.49241,NA,19.038,NA,NA
2384,LS,LSO,2000,Lesotho,169.5687282,3023756970,32.4484,NA,19.548,541,-0.123622812
2385,LS,LSO,2001,Lesotho,190.3980358,3151637801,34.31533,NA,20.067,NA,NA
2386,LS,LSO,2002,Lesotho,209.8911576,3168416368,35.32165,NA,20.597,757,-0.178667739
2387,LS,LSO,2003,Lesotho,199.4418737,3317051673,35.8833,NA,21.137,973,-0.394999295
2388,LS,LSO,2004,Lesotho,186.1515186,3393071130,37.94756,NA,21.689,1189,-0.192214057
2389,LS,LSO,2005,Lesotho,169.7491549,3484836747,39.5876,564,22.249,1405,-0.039452244
2390,LS,LSO,2006,Lesotho,172.6494606,3634944142,39.83985,564,22.82,1621,-0.052554164
2391,LS,LSO,2007,Lesotho,170.1011074,3807002954,41.83925,342,23.293,1837,-0.120186359
2392,LS,LSO,2008,Lesotho,176.551553,4025276475,43.79864,324,23.774,2053,0.031414282
2393,LS,LSO,2009,Lesotho,158.4607751,4160442553,46.87171,324,24.259,2269,0.159893453
2394,LS,LSO,2010,Lesotho,155.7575791,4488749073,50.40238,324.3,24.753,2485,0.178159609
2395,LS,LSO,2011,Lesotho,151.8603635,4670478082,52.01945,324,25.253,2701,0.176513478
2396,LS,LSO,2012,Lesotho,147.0872953,4903704070,53.27929,324,25.76,2917,0.105559707
2397,LS,LSO,2013,Lesotho,141.643128,5122459832,53.08047,324,26.271,3133,0.226149216
2398,LS,LSO,2014,Lesotho,NA,5308870384,52.17121,324,26.789,3349,0.1488536
2399,LT,LTU,1996,Lithuania,93.17435409,35218526329,87.57572,NA,67.225,113,-0.059670597
2400,LT,LTU,1997,Lithuania,100.0093754,38139279269,90.2184,NA,67.166,NA,NA
2401,LT,LTU,1998,Lithuania,89.6518082,40987206378,92.0234,NA,67.106,329,0.031442136
2402,LT,LTU,1999,Lithuania,74.81266933,40522147953,95.30199,NA,67.046,NA,NA
2403,LT,LTU,2000,Lithuania,83.27429474,42074821781,98.09206,NA,66.986,545,0.18868354
2404,LT,LTU,2001,Lithuania,93.55018063,44819964444,100.81949,NA,66.919,NA,NA
2405,LT,LTU,2002,Lithuania,100.3598816,47850129981,104.65454,NA,66.828,761,0.044652771
2406,LT,LTU,2003,Lithuania,98.1259502,52892846922,107.3919,NA,66.737,977,0.26371938
2407,LT,LTU,2004,Lithuania,101.8149885,56357372312,104.72256,NA,66.646,1193,0.324611574
2408,LT,LTU,2005,Lithuania,115.0161245,60712336362,104.16686,166,66.635,1409,0.224128723
2409,LT,LTU,2006,Lithuania,121.5943377,65208961771,102.49965,166,66.706,1625,0.074642628
2410,LT,LTU,2007,Lithuania,113.9130647,72438649620,101.68184,166,66.777,1841,0.03503276
2411,LT,LTU,2008,Lithuania,125.8494171,74342393805,101.06191,166,66.848,2057,0.036169887
2412,LT,LTU,2009,Lithuania,105.5585821,63329190174,100.45914,166,66.842,2273,0.121258378
2413,LT,LTU,2010,Lithuania,132.561782,64367674678,100.96399,175,66.757,2489,0.270742118
2414,LT,LTU,2011,Lithuania,152.6008919,68258642700,101.12784,175,66.672,2705,0.239890873
2415,LT,LTU,2012,Lithuania,162.4530297,70876774327,101.47846,175,66.604,2921,0.312483877
2416,LT,LTU,2013,Lithuania,166.8614586,73389175230,105.41183,175,66.554,3137,0.364441961
2417,LT,LTU,2014,Lithuania,160.5128608,75614679940,NA,171,66.522,3353,0.479208112
2418,LU,LUX,1996,Luxembourg,195.0308246,26555781866,88.04947,NA,82.825,114,2.045045376
2419,LU,LUX,1997,Luxembourg,216.6178677,28132603369,90.08885,NA,82.779,NA,NA
2420,LU,LUX,1998,Luxembourg,230.1478272,29958776296,90.64134,NA,82.893,330,1.976322293
2421,LU,LUX,1999,Luxembourg,240.532442,32481413275,97.38805,NA,83.448,NA,NA
2422,LU,LUX,2000,Luxembourg,269.1855453,35223446226,97.06133,NA,84.216,546,2.093037367
2423,LU,LUX,2001,Luxembourg,274.5363581,35981756082,97.23114,NA,84.843,NA,NA
2424,LU,LUX,2002,Luxembourg,259.9502578,37284577130,96.25042,NA,85.299,762,2.072822809
2425,LU,LUX,2003,Luxembourg,256.4235836,37805682260,96.10231,NA,85.743,978,1.706282616
2426,LU,LUX,2004,Luxembourg,281.625061,39473335123,95.45861,NA,86.177,1194,1.901323199
2427,LU,LUX,2005,Luxembourg,297.5616729,40742968471,95.36519,NA,86.598,1410,1.657853007
2428,LU,LUX,2006,Luxembourg,320.9226174,42825176476,95.90805,59,87.009,1626,1.903938413
2429,LU,LUX,2007,Luxembourg,336.2513293,46420627200,96.7243,59,87.409,1842,2.006520748
2430,LU,LUX,2008,Luxembourg,348.3929833,46029245224,97.51921,59,87.8,2058,2.016182423
2431,LU,LUX,2009,Luxembourg,303.0252397,43554257866,NA,59,88.178,2274,1.985338926
2432,LU,LUX,2010,Luxembourg,326.1383158,46026683366,101.34617,59,88.547,2490,2.063120604
2433,LU,LUX,2011,Luxembourg,340.4472031,47207583282,101.01773,59,88.906,2706,2.167783976
2434,LU,LUX,2012,Luxembourg,348.1221643,46807700597,100.22657,59,89.247,2922,2.122953892
2435,LU,LUX,2013,Luxembourg,357.4752208,48842281340,102.41559,55,89.568,3138,2.115957022
2436,LU,LUX,2014,Luxembourg,374.1477581,50829817062,NA,55,89.872,3354,2.089234829
2437,LV,LVA,1996,Latvia,89.96754147,20718578002,87.06587,NA,68.65,107,-0.819545865
2438,LV,LVA,1997,Latvia,88.51068297,22581782440,85.54924,NA,68.6,NA,NA
2439,LV,LVA,1998,Latvia,90.47705035,24057103780,87.21012,NA,68.451,323,-0.030028095
2440,LV,LVA,1999,Latvia,79.90377048,24687755574,88.3106,NA,68.22,NA,NA
2441,LV,LVA,2000,Latvia,81.78369781,26021109119,91.09112,NA,68.067,539,-0.28767702
2442,LV,LVA,2001,Latvia,86.52444543,27701359879,93.39921,NA,67.95,NA,NA
2443,LV,LVA,2002,Latvia,83.37353235,29671412178,96.20778,NA,67.85,755,-0.120498136
2444,LV,LVA,2003,Latvia,84.87883389,32171111209,97.88642,NA,67.8,971,0.175793171
2445,LV,LVA,2004,Latvia,93.8034381,34854666859,101.12431,NA,67.9,1187,0.137085766
2446,LV,LVA,2005,Latvia,100.9482496,38584664341,104.04528,280,68,1403,0.321037889
2447,LV,LVA,2006,Latvia,100.7882414,43177084973,104.21528,280,67.967,1619,0.293316483
2448,LV,LVA,2007,Latvia,96.09159211,47477738223,105.81383,239,67.9,1835,0.248064503
2449,LV,LVA,2008,Latvia,92.14096073,45769660505,105.53769,239,67.834,2051,0.129847705
2450,LV,LVA,2009,Latvia,86.91025457,39202205620,98.11607,239,67.764,2267,0.126655191
2451,LV,LVA,2010,Latvia,108.8887283,37720252200,98.34375,253,67.692,2483,0.125357062
2452,LV,LVA,2011,Latvia,120.9590532,40063245945,98.66374,250,67.62,2699,0.188126907
2453,LV,LVA,2012,Latvia,127.5033062,41667872876,98.78891,224,67.548,2915,0.153845236
2454,LV,LVA,2013,Latvia,123.9390736,42926922274,110.48138,224,67.476,3131,0.264981329
2455,LV,LVA,2014,Latvia,121.2567154,43939656464,NA,193,67.421,3347,0.339540899
2456,LY,LBY,1996,Libya,52.54515599,NA,NA,NA,76.048,111,-0.775768638
2457,LY,LBY,1997,Libya,48.63241218,NA,NA,NA,76.11,NA,NA
2458,LY,LBY,1998,Libya,40.25270758,NA,NA,NA,76.181,327,-0.858895898
2459,LY,LBY,1999,Libya,34.80163011,1.1324E+11,NA,NA,76.259,NA,NA
2460,LY,LBY,2000,Libya,45.28109377,1.17406E+11,NA,NA,76.346,543,-0.734670222
2461,LY,LBY,2001,Libya,43.17344961,1.15337E+11,NA,NA,76.441,NA,NA
2462,LY,LBY,2002,Libya,78.85975704,1.14231E+11,108.26747,NA,76.544,759,-0.947722733
2463,LY,LBY,2003,Libya,90.61273052,1.29099E+11,104.94661,NA,76.655,975,-0.821670413
2464,LY,LBY,2004,Libya,96.12933208,1.34859E+11,NA,NA,76.774,1191,-0.825273514
2465,LY,LBY,2005,Libya,90.86088969,1.50868E+11,94.85523,NA,76.9,1407,-0.874504387
2466,LY,LBY,2006,Libya,101.8593313,1.60675E+11,101.56349,NA,77.034,1623,-1.027056813
2467,LY,LBY,2007,Libya,102.2241513,1.70881E+11,NA,NA,77.175,1839,-0.95963645
2468,LY,LBY,2008,Libya,101.4893318,1.75439E+11,NA,NA,77.324,2055,-0.860419512
2469,LY,LBY,2009,Libya,102.0580715,1.74053E+11,NA,NA,77.479,2271,-1.166821361
2470,LY,LBY,2010,Libya,107.7024587,1.82793E+11,NA,NA,77.642,2487,-1.258099437
2471,LY,LBY,2011,Libya,99.62098919,69322560014,NA,NA,77.812,2703,-1.293749571
2472,LY,LBY,2012,Libya,114.3245597,1.41755E+11,NA,889,77.988,2919,-1.401646972
2473,LY,LBY,2013,Libya,135.2584572,1.22544E+11,NA,889,78.17,3135,-1.518079638
2474,LY,LBY,2014,Libya,143.8853868,93133609477,NA,889,78.359,3351,-1.609883428
